emetteur,fiscal_year,report_year,publication_date,status,status_reason,diagnostic,core_metrics_count,report_title,report_url,resultat_operationnel,resultat_net,chiffre_affaires,capitaux_propres,total_actif,dettes_totales,actifs_courants,passifs_courants,marge_operationnelle,marge_nette,roe,roa,ratio_endettement,autonomie_financiere,ratio_liquidite_generale,company_url,truth_status,truth_reason
PALM CI,2024,2025.0,2025-04-17,ok,,,8,PALM CÔTE D'IVOIRE : Etats financiers provisoires validés par le Conseil d'Administration - Exercice 2024,https://www.brvm.org/sites/default/files/20250417_-_etats_financiers_provisoires_valides_par_le_ca_-_exercice_2024_-_palm_ci.pdf,19393765.0,15861643.0,172182502.0,135061151.0,202603319.0,60092981.0,93705506.0,41473506.0,0.1126349354593534,0.0921211087988488,0.1174404548055421,0.0782891567536462,0.4449316517375155,0.6666285215199264,2.259406426840306,https://www.brvm.org/fr/rapports-societe-cotes/palm-ci,verified_like,passes_rule_checks
SAFCA CI,2020,2021.0,2021-06-04,ok,,,7,SAFCA CI : Etats financiers exercice 2020,https://www.brvm.org/sites/default/files/20210604_-_etats_financiers_exercice_2020_-_safca_ci.pdf,1.403,1.64,3.414,3.248,66.533,63.285,12.162,,0.4109548916227299,0.4803749267721148,0.5049261083743841,0.024649422091293,19.48429802955665,0.0488178798490974,,https://www.brvm.org/fr/rapports-societe-cotes/safca-ci,verified_like,passes_rule_checks
SAFCA CI,2021,2022.0,2022-04-25,ok,,,7,SAFCA CI : Etats financiers exercice 2021,https://www.brvm.org/sites/default/files/20220425_-_etats_financiers_exercice_2021_-_safca_ci.pdf,550.0,603.0,3567.0,6195.0,64690.0,58495.0,9015.0,,0.1541911970843846,0.169049621530698,0.0973365617433414,0.0093213788839078,9.44229217110573,0.0957644149018395,,https://www.brvm.org/fr/rapports-societe-cotes/safca-ci,verified_like,passes_rule_checks
SAFCA CI,2024,2025.0,2025-07-03,ok,,,7,SAFCA CÔTE D'IVOIRE : Etats financiers - Exercice 2024,https://www.brvm.org/sites/default/files/20250703_-_etats_finaniers_-_exercice_2024_-_safca_ci.pdf,-422.0,-579.0,3693.0,5380.0,70073.0,64693.0,5146.0,,-0.1142702409964798,-0.1567831031681559,-0.1076208178438661,-0.0082628116392904,12.024721189591078,0.0767770753357213,,https://www.brvm.org/fr/rapports-societe-cotes/safca-ci,verified_like,passes_rule_checks
SAPH CI,2020,2021.0,2021-04-23,ok,,,8,SAPH CÔTE D'IVOIRE : Etats Financiers - Exercice 2020,https://www.brvm.org/sites/default/files/20210423_-_etats_financiers_-_exercice_2020_-_saph_ci.pdf,10954030372.0,7493033989.0,158789037442.0,84004628.0,157131875799.0,157047871171.0,59642514092.0,20435528108.0,0.0689848024048959,0.0471886101818391,89.19787120538169,0.0476862759443217,1869.5145125932825,0.0005346122648434,2.918569746609653,https://www.brvm.org/fr/rapports-societe-cotes/saph-ci,verified_like,passes_rule_checks
SAPH CI,2021,2022.0,2022-08-23,ok,,,8,SAPH CI : États financiers certifiés et approuvé - Exercice 2021,https://www.brvm.org/sites/default/files/20220823_-_etats_financiers_certifies_et_approuves_-_saph_ci.pdf,27558059338.0,20750470464.0,208794460641.0,8649304155.0,73120333971.0,64471029816.0,72767075511.0,22857875907.0,0.1319865443431623,0.0993822843781197,2.399091313259523,0.2837852254918552,7.453897869776092,0.1182886303340787,3.183457457161004,https://www.brvm.org/fr/rapports-societe-cotes/saph-ci,verified_like,passes_rule_checks
SAPH CI,2022,2023.0,2023-08-02,ok,,,8,SAPH CI: Etats financiers certifiés et approuvés - Exercice 2022,https://www.brvm.org/sites/default/files/20230802_-_etats_financiers_certifies_et_approuves_-_exercice_2022_-_saph_ci.pdf,26283237143.0,16700611131.0,224421228771.0,8649304155.0,82396462858.0,73747158703.0,71580787750.0,31646046844.0,0.1171156458189589,0.0744163607982083,1.930861816363076,0.2026860201484791,8.526368986615894,0.1049717895039498,2.261918782553136,https://www.brvm.org/fr/rapports-societe-cotes/saph-ci,verified_like,passes_rule_checks
SAPH CI,2023,2024.0,2024-07-18,ok,,,8,SAPH CI : Etats financiers certifiés et approuvés par les Commissaires Aux Comptes - Exercice 2023 - SYSCOHADA,https://www.brvm.org/sites/default/files/20240718_-_etats_financiers_certifies_et_approuves_par_les_cac_-_exercice_2023_-_syscohada_-_saph_ci.pdf,7351109818.0,3635138559.0,206469431933.0,8649304155.0,204450597086.0,195801292931.0,73254801209.0,32424987855.0,0.0356038651783836,0.0176061827892257,0.4202810415562268,0.0177800339583792,22.637808709479938,0.0423051058704502,2.259208285183797,https://www.brvm.org/fr/rapports-societe-cotes/saph-ci,verified_like,passes_rule_checks
SAPH CI,2024,2025.0,2025-03-19,ok,,,8,SAPH CÔTE D'IVOIRE : Etats financiers certifiés par les Commissaires Aux Comptes - Exercice 2024,https://www.brvm.org/sites/default/files/20250319_-_etats_financiers_certifies_par_les_cacs_-_exercice_2024_-_saph_ci.pdf,29445590532.0,18790217905.0,279437727425.0,8649304155.0,230857468705.0,222208164550.0,99086053335.0,32917169803.0,0.1053744274380526,0.0672429527614277,2.1724542886074514,0.0813931557441227,25.690871839851493,0.0374659923437541,3.0101632044310658,https://www.brvm.org/fr/rapports-societe-cotes/saph-ci,verified_like,passes_rule_checks
SERVAIR ABIDJAN CI,2021,2022.0,2022-06-17,ok,,,8,SERVAIR ABIDJAN CI : Etats Financiers exercice 2021,https://www.brvm.org/sites/default/files/20220617_-_etats_financiers_exercice_2021_-_servair_abidjan_ci.pdf,904931750.0,953353113.0,8377372850.0,4000819796.0,4917503964.0,916684168.0,2990161902.0,420311328.0,0.1080209471636445,0.1138009648215669,0.2382894410673426,0.1938693125576095,0.2291240832482623,0.813587508070995,7.114159678323017,https://www.brvm.org/fr/rapports-societe-cotes/servair-abidjan-ci,verified_like,passes_rule_checks
SERVAIR ABIDJAN CI,2022,2023.0,2023-06-02,ok,,,8,SERVAIR ABIDJAN CI : Etats financiers exercice 2022 SYSCOHADA,https://www.brvm.org/sites/default/files/20230602_-_etats_financiers_exercice_2022_syscohada_-_servair_abidjan_ci.pdf,1870413228.0,1268616196.0,10804244269.0,4569435992.0,9672094769.0,5102658777.0,3788557323.0,5051158777.0,0.1731183765778667,0.1174183186176165,0.2776308056882833,0.1311625068093871,1.116693348136082,0.4724349896410739,0.7500372667457726,https://www.brvm.org/fr/rapports-societe-cotes/servair-abidjan-ci,verified_like,passes_rule_checks
SERVAIR ABIDJAN CI,2025,2026.0,2026-04-27,ok,,,7,SERVAIR ABIDJAN CI : Etats financiers SYSCOHADA - Exercice 2025,https://www.brvm.org/sites/default/files/20260427_-_etats_financiers_syscohada_-_exercice_2025_-_servair_abidjan_ci.pdf,,1350660521.0,13298319225.0,13303123200.0,17370701747.0,4067578547.0,3883484104.0,3626035045.0,,0.1015662579719731,0.1015295807378525,0.0777550924926372,0.3057611724591109,0.7658368322567919,1.0710001574185006,https://www.brvm.org/fr/rapports-societe-cotes/servair-abidjan-ci,verified_like,passes_rule_checks
SETAO CI,2020,2021.0,2021-04-29,ok,,,7,SETAO CI : Etats Financiers - Exercice 2020,https://www.brvm.org/sites/default/files/20210429_-_etats_financiers_-_exercice_2020_-_setao_ci.pdf,3108191.0,2320633.0,,2845997.0,18586404.0,15370669.0,12503038.0,14615490.0,,,0.8154024758283301,0.1248564811138292,5.400802952357293,0.1531225190198168,0.855464852700799,https://www.brvm.org/fr/rapports-societe-cotes/setao-ci,verified_like,passes_rule_checks
SETAO CI,2021,2022.0,2022-04-26,ok,,,7,SETAO CI : Etats financiers exercice 2021,https://www.brvm.org/sites/default/files/20220426_-_etats_financiers_exercice_2021_-_setao_ci.pdf,1286674.0,1119448.0,,2977605.0,16260295.0,13282535.0,7291396.0,12769570.0,,,0.3759558437066031,0.068845491425586,4.460811625450656,0.1831212164354951,0.5709977704809167,https://www.brvm.org/fr/rapports-societe-cotes/setao-ci,verified_like,passes_rule_checks
SETAO CI,2022,2023.0,2023-04-26,ok,,,7,SETAO CÔTE D'IVOIRE : Etats financiers Exercice 2022,https://www.brvm.org/sites/default/files/20230426_-_etats_financiers_exercice_2022_-_setao_ci.pdf,-106831.0,-70544.0,,1919221.0,15068264.0,13149043.0,8150698.0,12729020.0,,,-0.0367565798831921,-0.0046816275584234,6.851239643584559,0.1273684214717767,0.640324078365813,https://www.brvm.org/fr/rapports-societe-cotes/setao-ci,verified_like,passes_rule_checks
SETAO CI,2023,2024.0,2024-04-12,ok,,,7,SETAO CI : Résultats financiers provisoires - Exercice 2023,https://www.brvm.org/sites/default/files/20240412_-_resultats_financiers_provisoires_-_exercice_2023_-_setao_ci.pdf,-1136144.0,-1117719.0,,801502.0,11329611.0,10418043.0,6577469.0,9153452.0,,,-1.39453051895067,-0.0986546669607632,12.99814972389339,0.0707439999484536,0.7185779747356517,https://www.brvm.org/fr/rapports-societe-cotes/setao-ci,verified_like,passes_rule_checks
SETAO CI,2024,2025.0,2025-04-10,ok,,,7,SETAO CÔTE D'IVOIRE : Etats financiers provisoires - Exercice 2024,https://www.brvm.org/sites/default/files/20250410_-_etats_financiers_provisoires_-_exercice_2024_-_setao_ci.pdf,-1007887.0,-348195.0,,453306.0,7378386.0,6885151.0,3307131.0,6472894.0,,,-0.7681235192121878,-0.0471912149892944,15.188748880447204,0.0614370134606674,0.5109199996168639,https://www.brvm.org/fr/rapports-societe-cotes/setao-ci,verified_like,passes_rule_checks
